X1,X2,X3,U1,U2,X_ref1,X_ref2,X_ref3,U_ref1,U_ref2,Timing
0.8778929118339306,324.6082321721541,0.6523452838298407,299.8937852027924,0.09910894389430307,0.878,324.5,0.659,300.0,0.1,5.6e-05
0.8778908966939272,324.5864805393104,0.6538237349025191,299.91379382048706,0.09930693798623298,0.878,324.5,0.659,300.0,0.1,5.6e-05
0.8778818399065347,324.56719471148614,0.65497367178206,299.9300352784336,0.09946093512801574,0.878,324.5,0.659,300.0,0.1,5.6e-05
0.8778735611822479,324.5506538943434,0.6558680947405573,299.943544906247,0.09958071001554056,0.878,324.5,0.659,300.0,0.1,5.8e-05
0.8778687561770474,324.53700890190765,0.6565637857563524,299.95476395008313,0.09967386812495325,0.878,324.5,0.659,300.0,0.1,5.6e-05
0.8778673689557747,324.5261406445777,0.6571049077097315,299.96393596051627,0.09974632557238791,0.878,324.5,0.659,300.0,0.1,5.6e-05
0.8778682886636362,324.517716360323,0.6575258073895742,299.97128402981645,0.09980268350628627,0.878,324.5,0.659,300.0,0.1,5.6e-05
0.8778703140886348,324.51130158653024,0.6578531973035531,299.9770594828206,0.09984652003571838,0.878,324.5,0.659,300.0,0.1,5.6e-05
0.8778725615497377,324.50645709310015,0.6581078531174558,299.98153187886453,0.09988061764933742,0.878,324.5,0.659,300.0,0.1,6e-05
0.8778745379926369,324.50279785910664,0.6583059337582566,299.98496309246303,0.09990714887798616,0.878,324.5,0.659,300.0,0.1,4.7e-05
0.8778760599979806,324.50001652705566,0.6584599934634496,299.98758558440903,0.0999277728328959,0.878,324.5,0.659,300.0,0.1,4.7e-05
0.8778771323820564,324.49788255380656,0.6585798336530881,299.9895919373739,0.0999438173706814,0.878,324.5,0.659,300.0,0.1,4.7e-05
0.8778778452741473,324.49622966706306,0.6586730525514886,299.99113324871865,0.09995629854757078,0.878,324.5,0.659,300.0,0.1,4.7e-05
0.8778783070903987,324.4949399665136,0.6587455625301766,314.9999999986067,0.08756073572556439,0.7,337.0,0.75,305.0,0.1,8.5e-05
0.8669925445425524,331.7778698395233,0.6793849403340537,314.9999999988484,0.09039878849880836,0.7,337.0,0.75,305.0,0.1,7.6e-05
0.8292695072053442,339.8622252586706,0.6953153866350694,314.9999999999121,0.09254907429849339,0.7,337.0,0.75,305.0,0.1,0.000132
0.7143054864768977,358.4708515813013,0.7076780527179796,300.2635355027382,0.09435537240651842,0.7,337.0,0.75,305.0,0.1,0.000113
0.00285613295914751,454.50102431549846,0.7170436871231913,285.00000000396335,0.09600778545758265,0.7,337.0,0.75,305.0,0.1,0.000104
0.024441509276110305,405.0794269660115,0.7236676177992443,285.0000000034489,0.09726655278140305,0.7,337.0,0.75,305.0,0.1,0.000104
0.09303300172166389,372.9752723003573,0.7282029865000641,285.0000000232027,0.09774122529083333,0.7,337.0,0.75,305.0,0.1,0.000122
0.21387522252069574,346.8767852267323,0.7319507728295418,285.000000009856,0.09805792990060543,0.7,337.0,0.75,305.0,0.1,0.000113
0.3491202456304012,328.3036663771857,0.7351730790382252,292.83724116934627,0.09830437405981865,0.7,337.0,0.75,305.0,0.1,0.000143
0.4680269887324814,320.6487979782725,0.7379864821158646,306.03337792654384,0.09855120150709533,0.7,337.0,0.75,305.0,0.1,0.000122
0.5624422197738149,321.9731869595939,0.7403903461062835,314.33443971284396,0.09878209645075454,0.7,337.0,0.75,305.0,0.1,8.4e-05
0.6310177592760269,326.7837249584,0.742411106412282,314.9999999888557,0.09899986747017275,0.7,337.0,0.75,305.0,0.1,0.000113
0.6747133561208969,331.1177908462055,0.744070538407742,314.9999997900456,0.09919368778373684,0.7,337.0,0.75,305.0,0.1,0.000113
0.695178770098925,335.5552586535837,0.7454083813936465,314.99587917198875,0.09936690665208175,0.7,337.0,0.75,305.0,0.1,0.000112
0.6896462941409609,341.32107652940925,0.7464588175371814,311.1628629782592,0.09953118754308504,0.7,337.0,0.75,305.0,0.1,0.000103
0.647451682826722,348.9940949563799,0.7472366768384855,302.2977379291585,0.09969172643666147,0.7,337.0,0.75,305.0,0.1,9.3e-05
0.5187523147463586,365.867598186835,0.7477481680649924,285.0000001341235,0.09990729093680913,0.7,337.0,0.75,305.0,0.1,8.8e-05
0.008955333190804434,426.6968420084537,0.7479019920644638,285.0000000039297,0.10024567055198591,0.7,337.0,0.75,305.0,0.1,0.000114
0.050625794714487984,387.50464035903894,0.7474943725119079,285.0000000010308,0.10040319395190758,0.7,337.0,0.75,305.0,0.1,0.000103
0.1485070046601832,358.23099738963447,0.7468253882281164,285.00000000000074,0.10015834455657739,0.7,337.0,0.75,305.0,0.1,0.000112
0.2816674084460747,335.60802716236554,0.7465626610238132,285.1479473886731,0.09991938561663542,0.7,337.0,0.75,305.0,0.1,0.000123
0.4103573889985721,321.5017618700818,0.7466964173841564,299.98636060867653,0.09977872509932578,0.7,337.0,0.75,305.0,0.1,0.000122
0.5173705964154043,319.72968867277706,0.7470635593768529,312.0505074517991,0.09972463195638655,0.7,337.0,0.75,305.0,0.1,8.5e-05
