X1,X2,X3,U1,U2,X_ref1,X_ref2,X_ref3,U_ref1,U_ref2,Timing
0.0439,243.375,0.3295,285.00000000366333,0.08500000000133116,0.878,324.5,0.659,300.0,0.1,0.000186
0.41146743461969476,289.66353132817295,0.3543881815033686,291.26491558837887,0.08500000000000767,0.878,324.5,0.659,300.0,0.1,0.000191
0.6235224576838648,307.95432981271904,0.3792763630089354,294.6485205235627,0.08500000000000009,0.878,324.5,0.659,300.0,0.1,0.000159
0.7459737174638112,316.2107497212471,0.40416454451451334,296.1235452425534,0.08500000000000012,0.878,324.5,0.659,300.0,0.1,0.000162
0.8153631284137182,320.4551897217976,0.42905272602009126,297.3207702661975,0.08500000000000014,0.878,324.5,0.659,300.0,0.1,0.000159
0.8533162442116893,323.0693863155902,0.4539409075256692,298.23076991010726,0.0850000000000002,0.878,324.5,0.659,300.0,0.1,0.000159
0.8724904728696692,324.86503156195647,0.4788290890312471,298.62397305879927,0.08500000000000028,0.878,324.5,0.659,300.0,0.1,0.000159
0.8805517230758918,326.02771505010105,0.5037172705368234,298.5950236241909,0.0850000000000005,0.878,324.5,0.659,300.0,0.1,0.00016
0.8824998701352198,326.6002268842694,0.5286054520423902,298.43865174352953,0.08500000000000177,0.878,324.5,0.659,300.0,0.1,0.00016
0.8816441349658569,326.6779615842113,0.553493633547957,298.3829743007521,0.08586699222150766,0.878,324.5,0.659,300.0,0.1,0.000159
0.8799908066646396,326.4258788912345,0.5769432910686814,298.4860349121798,0.08901054342838383,0.878,324.5,0.659,300.0,0.1,0.000144
0.8785893915823185,326.03170831521237,0.5951771303888178,298.69970926958916,0.09145383392939838,0.878,324.5,0.659,300.0,0.1,0.000141
0.8777681686108862,325.63814645080726,0.6093570325449484,298.95392647339355,0.09335318343788022,0.878,324.5,0.659,300.0,0.1,0.00013
0.8774428690178947,325.312925510237,0.6203855110137815,299.1960278751447,0.0948299980138589,0.878,324.5,0.659,300.0,0.1,0.00013
0.8774214637277669,325.0721684037616,0.6289636408681345,299.3992100144085,0.09597850341755047,0.878,324.5,0.659,300.0,0.1,0.000131
0.8775363837398465,324.90547735971677,0.6356361566593407,299.55633242983043,0.09687181657355753,0.878,324.5,0.659,300.0,0.1,0.000131
0.8776806744463711,324.7937038418347,0.6408264764526763,299.6715233262601,0.09756671738576217,0.878,324.5,0.659,300.0,0.1,0.000121
0.8778021606742342,324.718542127167,0.6448638084098504,299.75347284007546,0.09810725279568554,0.878,324.5,0.659,300.0,0.1,0.000122
0.8778851612068501,324.66617794335826,0.6480042774741837,299.8113022774307,0.09852774741839702,0.878,324.5,0.659,300.0,0.1,0.000121
0.8779330606083726,324.62762123507184,0.6504470567723788,299.8526027675728,0.09885484375299532,0.878,324.5,0.659,300.0,0.1,0.000121
0.8779561260239893,324.59765570322344,0.6523471138742345,299.8828953161271,0.09910927750942222,0.878,324.5,0.659,300.0,0.1,0.000122
0.8779647340512768,324.5735172527554,0.6538250114086754,299.90583632506105,0.09930718397548455,0.878,324.5,0.659,300.0,0.1,0.000124
0.8779665969289592,324.55380354498,0.654974540139879,299.92369664468947,0.09946111824084776,0.878,324.5,0.659,300.0,0.1,0.000125
0.8779663464506516,324.53775038072337,0.6558686592753429,299.9378463092926,0.0995808488908175,0.878,324.5,0.659,300.0,0.1,0.000125
0.8779661826755719,324.5248329990118,0.6565641198675911,299.94913030153685,0.09967397562773249,0.878,324.5,0.659,300.0,0.1,0.000122
0.8779667798583161,324.5145913131663,0.6571050634510736,299.9581139299147,0.09974641014895888,0.878,324.5,0.659,300.0,0.1,0.000126
0.8779680541737864,324.5065811653884,0.6575258228004579,299.96522071610633,0.09980275064775843,0.878,324.5,0.659,300.0,0.1,0.000122
0.8779696704453706,324.5003806894433,0.6578531013124824,299.97079824738756,0.09984657344116843,0.878,324.5,0.659,300.0,0.1,0.000121
0.877971308249754,324.495610321684,0.6581076685153999,299.9751436528194,0.09988065999590327,0.878,324.5,0.659,300.0,0.1,0.000122
0.8779727601847418,324.4919476073316,0.658305678894249,299.9785108737111,0.09990718225467436,0.878,324.5,0.659,300.0,0.1,0.000112
0.8779739369729733,324.4891318864083,0.6584596832204073,299.9811121154919,0.09992779897654733,0.878,324.5,0.659,300.0,0.1,0.000113
0.877974833436809,324.4869601285928,0.6585794800321889,299.98312016954975,0.099943837731393,0.878,324.5,0.659,300.0,0.1,0.000112
0.8779754896513525,324.4852782602669,0.658672665147835,299.9846718888702,0.09995631433954077,0.878,324.5,0.659,300.0,0.1,0.000112
0.8779759610470758,324.48397100725504,0.6587451489242826,314.9999999985602,0.08756018622854106,0.7,337.0,0.75,305.0,0.1,0.000149
0.8670943028486585,331.7685402892655,0.6793854384602718,314.9999483965897,0.09036635453642602,0.7,337.0,0.75,305.0,0.1,0.000259
0.8293921172930329,339.85028450931065,0.6953696995841299,302.9278585591284,0.09260013395824239,0.7,337.0,0.75,305.0,0.1,0.000209
0.7656344564036454,344.54609096876294,0.7076476468617356,290.2376525710543,0.09433906050329077,0.7,337.0,0.75,305.0,0.1,0.000142
0.7100278864354205,342.42503043563414,0.7170403461741517,295.8718408954153,0.09561042934339398,0.7,337.0,0.75,305.0,0.1,0.000134
0.6871168372508114,339.93592814367446,0.7243235749230295,299.52093782171505,0.09658836362690253,0.7,337.0,0.75,305.0,0.1,0.000133
0.6838763684878613,337.58230412609834,0.7299842032753514,303.0630766326381,0.09733131409049513,0.7,337.0,0.75,305.0,0.1,0.000133
